Subject,Trial,EventType,Code,Time,TTime,Uncertainty,Duration,Uncertainty1,ReqTime,ReqDur
2104047,1,Pulse,9,-895,8939,NA,,,
2104047,1,Pulse,9,-783,9051,NA,,,
2104047,1,Pulse,9,-650,9184,NA,,,
2104047,1,Pulse,9,-517,9317,NA,,,
2104047,1,Pulse,9,-384,9450,NA,,,
2104047,1,Pulse,9,-250,9584,NA,,,
2104047,1,Pulse,9,-117,9717,NA,,,
2104047,1,Pulse,9,15,9849,NA,,,
2104047,1,Pulse,9,149,9983,NA,,,
2104047,1,Pulse,9,282,10116,NA,,,
2104047,1,Pulse,9,415,10249,NA,,,
2104047,1,Pulse,9,9636,19470,NA,,,
2104047,1,Pulse,9,9747,19581,NA,,,
2104047,1,Pulse,9,9881,19715,NA,,,
2104047,1,Pulse,9,10014,19848,NA,,,
2104047,1,Pulse,9,10147,19981,NA,,,
2104047,1,Pulse,9,10281,20115,NA,,,
2104047,1,Pulse,9,10414,20248,NA,,,
2104047,1,Pulse,9,10547,20381,NA,,,
2104047,1,Pulse,9,10681,20515,NA,,,
2104047,1,Pulse,9,10814,20648,NA,,,
2104047,1,Pulse,9,10947,20781,NA,,,
2104047,1,Pulse,9,20435,30269,NA,,,
2104047,1,Pulse,9,20546,30380,NA,,,
2104047,1,Pulse,9,20679,30513,NA,,,
2104047,1,Pulse,9,20813,30647,NA,,,
2104047,1,Pulse,9,20946,30780,NA,,,
2104047,1,Pulse,9,21079,30913,NA,,,
2104047,1,Pulse,9,21213,31047,NA,,,
2104047,1,Pulse,9,21346,31180,NA,,,
2104047,1,Pulse,9,21479,31313,NA,,,
2104047,1,Pulse,9,21612,31446,NA,,,
2104047,1,Pulse,9,21746,31580,NA,,,
2104047,1,Pulse,9,30833,40667,NA,,,
2104047,1,Pulse,9,30945,40779,NA,,,
2104047,1,Pulse,9,31078,40912,NA,,,
2104047,1,Pulse,9,31211,41045,NA,,,
2104047,1,Pulse,9,31345,41179,NA,,,
2104047,1,Pulse,9,31478,41312,NA,,,
2104047,1,Pulse,9,31611,41445,NA,,,
2104047,1,Pulse,9,31744,41578,NA,,,
2104047,1,Pulse,9,31878,41712,NA,,,
2104047,1,Pulse,9,32011,41845,NA,,,
2104047,1,Pulse,9,32145,41979,NA,,,
2104047,1,Pulse,9,40965,50799,NA,,,
2104047,1,Pulse,9,41077,50911,NA,,,
2104047,1,Pulse,9,41210,51044,NA,,,
2104047,1,Pulse,9,41343,51177,NA,,,
2104047,1,Pulse,9,41477,51311,NA,,,
2104047,1,Pulse,9,41610,51444,NA,,,
2104047,1,Pulse,9,41743,51577,NA,,,
2104047,1,Pulse,9,41876,51710,NA,,,
2104047,1,Pulse,9,42010,51844,NA,,,
2104047,1,Pulse,9,42143,51977,NA,,,
2104047,1,Pulse,9,42276,52110,NA,,,
2104047,1,Pulse,9,50964,60798,NA,,,
2104047,1,Pulse,9,51075,60909,NA,,,
2104047,1,Pulse,9,51209,61043,NA,,,
2104047,1,Pulse,9,51342,61176,NA,,,
